show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1648,Movie,Unexpectedly Yours,Cathy Garcia-Molina,Sharon Cuneta_ Robin Padilla_ Julia Barretto_ Joshua Garcia_ John Estrada_ Pilar Pilapil_ Marissa Delgado_ Maritoni Fernandez,Philippines,26-Nov-20,2017,TV-14,121 min,Comedies_ International Movies_ Romantic Movies,A pair of former batchmates cross paths 30 years later when they wind up as new neighbors_ and their reconnection soon blossoms into something more.
s8662,Movie,Unfinished Song,Paul Andrew Williams,Terence Stamp_ Gemma Arterton_ Christopher Eccleston_ Vanessa Redgrave_ Anne Reid_ Elizabeth Counsell_ Ram John Holder_ Bill Thomas_ Orla Hill,United Kingdom_ Germany,22-Jul-19,2012,PG-13,94 min,Comedies_ Dramas_ Independent Movies,With his wife terminally ill_ Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir.
s1844,Movie,Unfriended,Levan Gabriadze,Shelley Hennig_ Moses Storm_ Renee Olstead_ Will Peltz_ Jacob Wysocki_ Courtney Halverson_ Heather Sossaman_ Matthew Bohrer_ Mickey River_ Cal Barnes,United States_ Russia,16-Oct-20,2014,R,83 min,Horror Movies_ Thrillers,Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.
s2748,Movie,Ungli,Renzil D'Silva,Emraan Hashmi_ Randeep Hooda_ Kangana Ranaut_ Sanjay Dutt_ Neha Dhupia_ Angad Bedi_ Neil Bhoopalam_ Shraddha Kapoor,India,1-Apr-20,2014,TV-14,114 min,Comedies_ Dramas_ International Movies,"An undercover cop finds himself in a strange position after infiltrating a ""gang"" that pulls wildly popular pranks on corrupt officials in Mumbai."
s3946,Movie,Unicorn Store,Brie Larson,Brie Larson_ Samuel L. Jackson_ Joan Cusack_ Bradley Whitford_ Mamoudou Athie_ Hamish Linklater_ Martha MacIsaac_ Karan Soni_ Annaleigh Ashford,United States,5-Apr-19,2019,TV-14,92 min,Comedies_ Dramas_ Independent Movies,After failing out of art school and taking a humdrum office job_ a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.
s8663,Movie,Union Leader,Sanjay Patel,Rahul Bhat_ Tillotama Shome_ Haresh Dagiya_ Jayesh More_ Tirth Sharma_ Vivek Ghamande_ Jay Vithlani_ Mehul Buch,Canada_ India,31-Dec-19,2017,TV-14,105 min,Dramas_ Independent Movies_ International Movies,Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.
s3745,TV Show,Unit 42,,Patrick Ridremont_ Constance Gay_ Tom Audenaert_ Roda Fawaz_ Danitza Athanassiadis,Belgium,15-Jun-19,2017,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.
s1141,Movie,Universal Soldier: The Return,Mic Rodgers,Jean-Claude Van Damme_ Michael Jai White_ Heidi Schanz_ Xander Berkeley_ Justin Lazard_ Kiana Tom_ Daniel von Bargen_ James Black_ Karis Paige Bryant_ Bill Goldberg,United States,1-Apr-21,1999,R,83 min,Action & Adventure,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.
s1468,Movie,Unknown,Jaume Collet-Serra,Liam Neeson_ Diane Kruger_ January Jones_ Aidan Quinn_ Bruno Ganz_ Frank Langella_ Sebastian Koch_ Olivier Schneider_ Stipe Erceg_ Rainer Bock,United Kingdom_ Germany_ France_ United States,1-Jan-21,2011,PG-13,113 min,Action & Adventure_ Thrillers,Liam Neeson stars as a man who regains consciousness after a car accident_ only to discover that another man is impersonating him.
s2089,Movie,Unknown Origins,David Galán Galindo,Javier Rey_ Verónica Echegui_ Brays Efe_ Antonio Resines_ Álex García_ Carlos Areces_ Ernesto Alterio_ Leonardo Sbaraglia,Spain,28-Aug-20,2020,TV-MA,97 min,International Movies_ Thrillers,A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.
s2195,TV Show,Unlucky Ploy,Nopparoj Chotmunkongsit,Anusorn Maneethet_ Atsadaporn Siriwattanakul_ Waratthaya Wongchayaporn_ Thanawetch Siriwattanakul_ Pokchat Thiamchai_ Phichikorn Ployphimana_ Supachai Suwanon_ Daraneenuch Pasutanavin_ Kittiphong Dumavibhat_ Aphiradi Phawaphutanon_ Attharut Krongrasri_ Ronnawee Sereerat_ Lita Janvarapa_ Sitang Punnapob_ Yani Tramod,,30-Jul-20,2020,TV-MA,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,In this remake of the Korean series_ a man becomes mired in the lives of two women who happen to share the same name.
s1069,TV Show,Unnatural Selection,,,United States,14-Apr-21,2019,TV-MA,1 Season,Docuseries_ Science & Nature TV,From eradicating disease to selecting a child’s traits_ gene editing gives humans the chance to hack biology. Meet the real people behind the science.
s2778,TV Show,Unorthodox,,Shira Haas_ Amit Rahav_ Jeff Wilbusch_ Alex Reid_ Ronit Asheri_ Delia Mayer_ Dina Doronne_ David Mandelbaum_ Yousef Sweid_ Dennenesch Zoudé_ Isabel Schosnig_ Aaron Altaras_ Tamar Amit-Joseph_ Safinaz Sattar_ Langston Uibel_ Aziz Dyab,Germany,26-Mar-20,2020,TV-MA,1 Season,International TV Shows_ TV Dramas,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians — until her past comes calling.
s3661,TV Show,Unrequited Love,,Zhu Yanmanzi_ Zhao Shunran_ Shen Yu_ Zhang Yichi_ Mengqin_ Esther Chen_ Zhang Zhehao_ He Meixuan_ Yuan Baizihui,China,17-Jul-19,2019,TV-14,1 Season,International TV Shows_ Romantic TV Shows_ TV Dramas,A complicated_ one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.
s915,Movie,Unrest,Jennifer Brea,Jennifer Brea_ Omar Wasow_ Jessica Taylor-Bearman,United Kingdom_ United States,7-May-21,2017,TV-MA,97 min,Documentaries,In this heart-wrenching documentary_ a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome.
s5407,TV Show,Unriddle,,Rui En_ Chen Liping_ Tay Ping Hui_ Andie Chen_ Xiang Yun_ Joshua Ang_ Zhou Ying,Singapore,1-Jul-17,2012,TV-14,2 Seasons,Crime TV Shows_ International TV Shows_ TV Dramas,When a hard-nosed detective reluctantly partners with an informant to solve complex cases_ she uncovers links to a particularly puzzling cold case.
s269,Movie,Unroyal,Moses Inwang,Matilda Lambert_ Ik Ogbonna_ Prince Sontoye_ Blossom Chukwujekwu_ Linda Osifo_ Emem Inwang_ Pete Edochie_ Shaffy Bello_ Okon Imeh  Bishop_ Chinenye Nnebe_ Femi Adebayo,,15-Aug-21,2020,TV-MA,97 min,Dramas_ International Movies,When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident_ it may be enough to make her change her ways.
s8664,Movie,Unruly Friends,Sherif Mandour,Kinda Allouch_ Ahmed Salah Al-Saadany_ Dina Fouad_ Amr Youssef_ Ahmed Safwat_ Madlyn Tabar_ Yasser Ali Maher_ Nadia Fahmi_ Menha Zaytoon_ Tamim Abdou_ Mostafa Abd Elsalam,Egypt,20-Jun-19,2011,TV-14,83 min,International Movies_ Thrillers,A young woman discovers that familial and psychological traumas can be difficult to leave behind.
s4080,TV Show,Unsolved,,Josh Duhamel_ Jimmi Simpson_ Bokeem Woodbine,United States,27-Feb-19,2018,TV-MA,1 Season,Crime TV Shows_ TV Dramas,Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.
s1829,TV Show,Unsolved Mysteries,,,,19-Oct-20,2020,TV-MA,2 Seasons,Crime TV Shows_ Docuseries,Real cases of perplexing disappearances_ shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.
s5952,Movie,Unspeakable Acts,Linda Otto,Jill Clayburgh_ Brad Davis_ Sam Behrens,United States,1-Oct-11,1990,TV-14,95 min,Dramas,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.
s2873,TV Show,Unstoppable,,Tessa Ia_ Bárbara López_ Lucía Uribe_ Coty Camacho_ Diego Calva Hernández_ Tomás Ruiz,Mexico,28-Feb-20,2020,TV-MA,1 Season,International TV Shows_ Spanish-Language TV Shows_ TV Dramas,A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.
s2902,Movie,Untamed Romania,Tom Barton-Humphreys,,Romania_ United Kingdom,20-Feb-20,2018,TV-PG,93 min,Children & Family Movies_ Documentaries_ International Movies,This documentary explores how the legendary creatures of Romania's vast wilderness roam free yet endure the ever-changing seasons.
s3041,TV Show,Until Dawn,,Ahmed Sylla_ Alban Ivanov_ Ornella Fleury_ Natoo_ Carlito_ Mcfly_ Djimo_ Lola Dubini_ Noom Diawara_ Tania Dutel_ Hakim Jemili_ Jason Brokerss_ Bérengère Krief_ Thomas Vandenberghe_ Monsieur Poulpe_ Jhon Rachid_ Audrey Pirault_ Jeanfi Janssens_ Fadily Camara_ Laurie Peret_ Issa Doumbia_ Anne-Sophie Girard_ Elhadj Gaye_ Guillaume Bats,France,10-Jan-20,2020,TV-MA,1 Season,International TV Shows_ Reality TV_ TV Comedies,France’s funniest comics carry out ghastly tasks as they try to outlast – and outwit – one another while overnighting in haunted locations.
s746,Movie,Until Midnight,Tariq Alkazim,Ahmad Khamis Ali_ Chuka Ekweogwu_ Heba Al Hamwi_ Rik Aby_ Merouane Ali_ Khalid Al Suwaidi_ Saeed Arjumand,United Arab Emirates,10-Jun-21,2019,TV-14,77 min,International Movies_ Thrillers,After returning home from a work trip_ a newlywed must fight off a masked intruder before his wife returns at midnight.
s102,Movie,Untold: Breaking Point,Chapman Way_ Maclain Way,,United States,7-Sep-21,2021,TV-MA,80 min,Documentaries_ Sports Movies,Under pressure to continue a winning tradition in American tennis_ Mardy Fish faced mental health challenges that changed his life on and off the court.
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,,,24-Aug-21,2021,TV-PG,70 min,Documentaries_ LGBTQ Movies_ Sports Movies,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.
s186,Movie,Untold: Crime & Penalties,Chapman Way_ Maclain Way,,,31-Aug-21,2021,TV-MA,86 min,Documentaries_ Sports Movies,They were the bad boys of hockey — a team bought by a man with mob ties_ run by his 17-year-old son_ and with a rep for being as violent as they were good.
s263,Movie,Untold: Deal With the Devil,Laura Brownson,,,18-Aug-21,2021,TV-MA,78 min,Documentaries_ LGBTQ Movies_ Sports Movies,Christy Martin broke boundaries and noses as she rose in the boxing world_ but her public persona belied personal demons_ abuse and a threat on her life.
s291,Movie,Untold: Malice at the Palace,Floyd Russ,,United States,10-Aug-21,2021,TV-MA,70 min,Documentaries_ Sports Movies,Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight_ its fallout and its lasting legacy.
s4156,Movie,Up Among  The Stars,Zoe Berriatúa,Luis Callejo_ Jorge Andreu_ Macarena Gómez_ Magüi Mira_ Álvaro Roig_ María Morales_ José Luis García Pérez_ Kiti Mánver_ Ingrid García Jonsson_ Liz Lobato,Spain,29-Jan-19,2018,TV-MA,86 min,Dramas_ International Movies_ Sci-Fi & Fantasy,A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical_ imaginary stories to maintain their bond.
s8665,Movie,Up in the Air,Jason Reitman,George Clooney_ Vera Farmiga_ Anna Kendrick_ Jason Bateman_ Amy Morton_ Melanie Lynskey_ J.K. Simmons_ Sam Elliott_ Danny McBride_ Zach Galifianakis_ Chris Lowell,United States,1-Jan-20,2009,R,110 min,Comedies_ Dramas_ Romantic Movies,Ryan Bingham flies around the country firing employees on behalf of companies_ but he faces losing the job he savors to recent college grad Natalie.
s3412,Movie,Up North,Tope Oshin,Banky Wellington_ Rahama Sadau_ Kanayo O. Kanayo_ Ibrahim Suleiman_ Michelle Dede_ Adesua Etomi_ Hilda Dokubo_ Akin Lewis,Nigeria,18-Oct-19,2018,TV-14,99 min,Dramas_ International Movies,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.
s3761,TV Show,Upin & Ipin,,Nurfathiah Diaz,Malaysia,10-Jun-19,2011,TV-Y,1 Season,Kids' TV,Two mischievous yet lovable five-year-old twins and their friends enjoy daily life and new discoveries with the residents of their Malaysian village.
s1070,Movie,Uppena,Buchi Babu Sana,Panja Vaisshnav Tej_ Krithi Shetty_ Vijay Sethupathi,India,14-Apr-21,2020,TV-14,145 min,Dramas_ International Movies_ Romantic Movies,The son of a fishing community falls for a village head's daughter_ but they face violent opposition from the girl’s doggedly old-fashioned father.
s2950,Movie,Uppity: The Willy T. Ribbs Story,Nate Adams_ Adam Carolla,Willy T. Ribbs,United States,5-Feb-20,2020,TV-MA,106 min,Documentaries_ Sports Movies,This documentary profiles a defiant driver who challenged racial barriers in American auto racing_ becoming the first black man to race in the Indy 500.
s3413,Movie,Upstarts,Udai Singh Pawar,Priyanshu Painyuli_ Chandrachoor Rai_ Shadab Kamal_ Rajeev Siddhartha_ Sheetal Thakur_ Ninad Kamat_ Swati Semwal_ Eijaz Khan,India,18-Oct-19,2019,TV-14,112 min,Comedies_ Dramas_ International Movies,Hoping to do good while making millions_ three college graduates create a startup. But as business begins to flourish_ their own bond starts to fray.
s3631,Movie,Uriyadi 2,Vijay Kumar,Vijay Kumar_ Vismaya_ Shankar Thas_ Abbas_ Sudhakar_ Durai Ramesh,India,2-Aug-19,2019,TV-14,116 min,Dramas_ International Movies,When a chemical plant's poor conditions cause tragedies_ an employee leads a protest against the company’s callous owner and local politicians.
s8666,Movie,Urvi,Pradeep Verma,Sruthi Hariharan_ Shraddha Srinath_ Shweta Pandit_ Achyuth Kumar_ Madhukar Niyogi_ Prabhu Mundkur_ Bhavani Prakash_ Ananya Bhat,India,15-Jan-18,2017,TV-MA,121 min,Dramas_ Independent Movies_ International Movies,After getting tricked into working at a brothel_ a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.
s2243,Movie,Urzila Carlson: Overqualified Loser,Hayden Guppy,Urzila Carlson,Australia,14-Jul-20,2020,TV-MA,62 min,Stand-Up Comedy,"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser_"" sex tape regrets and boxed wine hangovers."
s4823,Movie,Us and Them,Rene Liu,Jing Boran_ Zhou Dongyu_ Zhuangzhuang Tian_ Qu Zheming_ Zhang Zixian,China,22-Jun-18,2018,TV-MA,119 min,Dramas_ International Movies_ Romantic Movies,Two strangers meet on a train and form a bond that evolves over the years. After a separation_ they reconnect and reflect on their love for each other.
s898,TV Show,Use For My Talent,Cai Cong,Shen Yue_ Jasper Liu_ Dai Yunfan_ Yan An_ Su Mengdi_ Huang Sirui_ Charles Lin_ Tan Quan_ Xiao Ran,,12-May-21,2021,TV-14,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,When the germophobic owner of a cleaning company encounters a slovenly employee_ a romance blossoms as they help one another heal from their pasts.
s8667,Movie,Used Goods,Mohamed Hamdy,Mohamed Ragab_ Ayten Amer_ Hassan Abdulfattah,Egypt,1-Sep-19,2018,TV-14,95 min,Action & Adventure_ Comedies_ International Movies,To evade greedy pharmaceutical crooks_ a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.
s8668,Movie,USS Indianapolis: Men of Courage,Mario Van Peebles,Nicolas Cage_ Tom Sizemore_ Thomas Jane_ Matt Lanter_ James Remar_ Brian Presley_ Johnny Wactor_ Adam Scott Miller_ Cody Walker_ Callard Harris,United States,25-Sep-19,2016,R,130 min,Action & Adventure,After becoming stranded in the Philippine Sea during World War II_ a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.
s3594,Movie,Uyare,Manu Ashokan,Parvathy_ Asif Ali_ Tovino Thomas_ Siddique_ Pratap Pothan_ Samyuktha Menon_ Anarkali Marikar_ Prem Prakash,India,14-Aug-19,2019,TV-14,119 min,Dramas_ International Movies,An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.
s8669,Movie,V for Vendetta,James McTeigue,Natalie Portman_ Hugo Weaving_ Stephen Rea_ Stephen Fry_ John Hurt_ Tim Pigott-Smith_ Rupert Graves_ Roger Allam_ Ben Miles_ Sinéad Cusack_ Natasha Wightman,United States_ United Kingdom_ Germany,1-Oct-18,2005,R,132 min,Action & Adventure_ Dramas_ Sci-Fi & Fantasy,"A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman."
s3183,TV Show,V Wars,,Ian Somerhalder_ Adrian Holmes_ Jacky Lai_ Kyle Breitkopf_ Peter Outerbridge_ Kimberly-Sue Murray_ Sydney Meyer_ Kandyse McClure_ Laura Vandervoort_ Michael Greyeyes_ Greg Bryk_ Teddy Moynihan_ Ted Atherton_ Jonathan Higgins_ Nikki Reed_ Samantha Liana Cole_ Laura de Carteret_ Bo Martyn,United States,5-Dec-19,2019,TV-MA,1 Season,TV Action & Adventure_ TV Dramas_ TV Horror,A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.
s8670,TV Show,V.R. Troopers,,Michael Sorich_ Gardner Baldwin_ Mike Reynolds_ Richard Rabago_ Brad Hawkins_ Michael Bacon_ Kerrigan Mahan_ Sarah Brown_ Julian Combs_ David Carr_ Farrand Thompson_ Zeb_ Aaron Pruner,United States,1-Jan-16,1995,TV-G,2 Seasons,Kids' TV,Three friends who study martial arts find themselves defending humanity from a criminal mastermind and his invading army from another dimension.
s3500,TV Show,Vagabond,,Lee Seung-gi_ Bae Suzy_ Shin Sung-rok_ Moon Jung-hee_ Baek Yoon-sik_ Moon Sung-keun_ Lee Gyoung-young_ Lee Ki-young_ Kim Min-jong_ Jung Man-sik_ Hwang Bo-ra,South Korea,21-Sep-19,2019,TV-MA,1 Season,International TV Shows_ Korean TV Shows_ TV Action & Adventure,When his nephew dies in a plane crash_ stunt man Cha Dal-geon resolves to find out what happened_ with the help of covert operative Go Hae-ri.
s4388,TV Show,Vai Anitta,,Anitta,Brazil,16-Nov-18,2018,TV-MA,1 Season,Docuseries_ International TV Shows_ Reality TV,Go behind the scenes with Brazilian pop icon Anitta_ along with her friends and family_ as she aims to create a new song and music video each month.
s361,Movie,Valentine's Day,Garry Marshall,Jessica Alba_ Kathy Bates_ Jessica Biel_ Bradley Cooper_ Eric Dane_ Patrick Dempsey_ Hector Elizondo_ Jamie Foxx_ Jennifer Garner_ Topher Grace_ Anne Hathaway_ Ashton Kutcher_ Queen Latifah_ Taylor Lautner_ George Lopez_ Shirley MacLaine_ Emma Roberts_ Julia Roberts_ Taylor Swift,United States,1-Aug-21,2010,PG-13,125 min,Comedies_ Romantic Movies,The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.
s1659,TV Show,Valentino,,Adel Imam_ Dalal Abdelaziz_ Hamdy Al-Merghany_ Mohamed al-Kilani_ Tarek El Ebiary_ Huda El Mufti_ Soleiman Eid_ Badria Tolba_ Reda Idrees_ Enaam Al-Gritly_ Wafaa Sadeq_ Rania Mahmoud Yassin,Egypt,24-Nov-20,2020,TV-14,1 Season,International TV Shows_ TV Comedies_ TV Dramas,As the owner of a group of international schools_ a man gets caught in a series of scams as his wife_ a principal_ rules his life with an iron fist.
s277,TV Show,Valeria,Inma Torrente,Diana Gómez_ Silma López_ Paula Malia_ Teresa Riott_ Maxi Iglesias_ Ibrahim Al Shami,Spain,13-Aug-21,2021,TV-MA,2 Seasons,International TV Shows_ Romantic TV Shows_ Spanish-Language TV Shows,A writer in creative and marital crises finds support from three friends_ who are also discovering themselves. Based on the novels by Elísabet Benavent.
s5047,TV Show,Valor,,Christina Ochoa_ Matt Barr_ Corbin Reid_ Charlie Barnett_ W. Tré Davis,United States,6-Feb-18,2017,TV-14,1 Season,TV Action & Adventure_ TV Dramas,Following an unsuccessful mission in Somalia_ the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy.
s753,Movie,Vampire Academy,Mark Waters,Zoey Deutch_ Lucy Fry_ Danila Kozlovsky_ Gabriel Byrne_ Dominic Sherwood_ Sarah Hyland_ Sami Gayle,United States_ United Kingdom,7-Jun-21,2014,PG-13,104 min,Action & Adventure_ Comedies_ Sci-Fi & Fantasy,A half-human_ half-vampire teen must prepare for class and her destiny as the protector of mortal vampires against their vicious immortal counterparts.
s5754,TV Show,Vampire Knight,,Daisuke Kishio_ Ezra Weisz_ Mamoru Miyano_ Vic Mignogna_ Yui Horie_ Mela Lee_ Risa Mizuno_ Stephanie Sheh_ Junichi Suwabe_ Troy Baker_ Jun Fukuyama_ Bryce Papenbrook_ Mai Nakahara_ Laura Bailey_ Soichiro Hoshi_ Steve Staley_ Susumu Chiba_ Spike Spencer_ Hiroki Yasumoto_ Travis Willingham_ Fumiko Orikasa_ Wendee Lee,Japan,15-Oct-16,2008,TV-14,2 Seasons,Anime Series_ International TV Shows_ Romantic TV Shows,At Cross Academy_ two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.
s2798,TV Show,Vampires,,Oulaya Amamra_ Suzanne Clément_ Kate Moran_ Mounir Amamra_ Aliocha Schneider_ Juliette Cardinski_ Pierre Lottin_ Dylan Robert_ Bilel Chegrani_ Antonia Buresi_ Marilu Marini_ Ayumi Roux,France,20-Mar-20,2020,TV-MA,1 Season,International TV Shows_ TV Dramas_ TV Horror,A Paris teen who's half human_ half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.
s1901,Movie,Vampires vs. the Bronx,Oz Rodriguez,Jaden Michael_ Gerald W. Jones III_ Gregory Diaz IV_ Sarah Gadon_ Method Man_ Shea Whigham_ Coco Jones_ The Kid Mero_ Chris Redd_ Vladimir Caamaño_ Jeremie Harris_ Adam David Thompson_ Zoe Saldana,United States,2-Oct-20,2020,PG-13,86 min,Comedies_ Horror Movies,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.
s1949,TV Show,Van Helsing,,Kelly Overton_ Jonathan Scarfe_ Christopher Heyerdahl_ Paul Johansson_ David Cubitt_ Tim Guinee,United States,27-Sep-20,2019,TV-MA,4 Seasons,International TV Shows_ TV Action & Adventure_ TV Dramas,After three years in a coma_ Vanessa awakens to a world ravaged by vampires. Now_ she and a motley band of fellow survivors fight to stay alive.
s4304,Movie,Vanjagar Ulagam,Manoj Beedha,Guru Somasundaram_ Cibi Bhuvana Chandran_ Vishagan Vanangamudi_ Anisha Ambrose_ Chandini Tamilarasan_ Azhagamperumal_ John Vijay_ Vasu Vikram_ Hareesh Peradi_ Jayaprakash Radhakrishnan,India,15-Dec-18,2018,TV-MA,145 min,Dramas_ International Movies_ Thrillers,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
s8671,Movie,Vantage Point,Pete Travis,Dennis Quaid_ Matthew Fox_ Forest Whitaker_ Bruce McGill_ Edgar Ramírez_ Saïd Taghmaoui_ Ayelet Zurer_ Zoe Saldana_ Sigourney Weaver_ William Hurt,United States,1-Nov-19,2008,PG-13,90 min,Action & Adventure,Moments after he arrives in Spain for an antiterrorism summit_ U.S. President Ashton is shot.
s2664,Movie,Varane Avashyamund,Anoop Sathyan,Shobana_ Suresh Gopi_ Dulquer Salmaan_ Kalyani Priyadarshan_ K.P.A.C. Lalitha_ Sarvajith Santosh Sivan_ Urvashi_ Johny Antony_ Lalu Alex_ Lal Jose,India,20-Apr-20,2020,TV-14,144 min,Comedies_ Dramas_ International Movies,At an apartment complex_ the lives of a mother_ a daughter seeking an arranged marriage_ a military retiree and a young man become intertwined.
s4464,Movie,Vaya,Akin Omotoso,Mncedisi Shabangu_ Sihle Xaba_ Sibusiso Msimang_ Zimkhitha Nyoka_ Warren Masemola_ Nomonde Mbusi_ Azwile Chamane_ Harriet Lenabe,South Africa,1-Nov-18,2016,TV-MA,106 min,Dramas_ Independent Movies_ International Movies,Three youths from rural South Africa set out for Johannesburg_ where they're thrust into the seedy underbelly of the city and must fight to survive.
s8672,Movie,Veerappan,Ram Gopal Varma,Sandeep Bharadwaj_ Sachiin Joshi_ Lisa Ray_ Usha Jadhav_ Nissar Khan_ Krishna Shrikanth Iyengar,India,15-Oct-17,2016,TV-14,117 min,Action & Adventure_ Dramas_ International Movies,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
s8673,Movie,Veerey Ki Wedding,Ashu Trikha,Pulkit Samrat_ Yuvika Chaudhry_ Jimmy Shergill_ Supriya Karnik_ Kriti Kharbanda_ Satish Kaushik,India,31-Dec-19,2018,TV-14,130 min,Comedies_ Dramas_ International Movies,Quick to throw punches in the name of justice_ a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry.
s8674,Movie,Vegas Baby,Amanda Micheli,,United States,4-Jul-17,2016,TV-14,78 min,Documentaries,A Las Vegas doctor's controversial online contest sees anxious entrants vie for free in vitro fertilization_ a procedure rarely covered by insurance.
s5273,TV Show,VeggieTales in the City,,Phil Vischer_ Mike Nawrocki_ Rob Paulsen_ Tress MacNeille,United States,15-Sep-17,2017,TV-Y,2 Seasons,Kids' TV,With exciting trips to the big city_ the ski slopes and beyond_ the Veggie friends expand their horizons and learn valuable faith-based lessons.
s5786,TV Show,VeggieTales in the House,,Phil Vischer_ Mike Nawrocki_ Rob Paulsen_ Tress MacNeille,United States,23-Sep-16,2016,TV-Y,4 Seasons,Kids' TV,Bob the Tomato_ Larry the Cucumber and their Veggie pals venture beyond the kitchen counter in these playful adventures with Christian themes.
s2847,TV Show,Velvet,Carlos Sedes,Paula Echevarría_ Miguel Ángel Silvestre_ Aitana Sánchez-Gijón_ Manuela Velasco_ Manuela Vellés_ Marta Hazas_ Javier Rey_ Maxi Iglesias_ Cecilia Freire_ Adrián Lastra_ Miriam Giovanelli_ Natalia Millán_ José Sacristán_ Ingrid Rubio_ Peter Vives_ Llorenç González_ Ángela Molina_ Pastora Vega,Spain,4-Mar-20,2016,TV-14,4 Seasons,International TV Shows_ Romantic TV Shows_ Spanish-Language TV Shows,In 1950s Spain_ the heir to a fashion house romances a beautiful seamstress who works for the company_ despite the objections of his family.
s4147,Movie,Velvet Buzzsaw,Dan Gilroy,Jake Gyllenhaal_ Rene Russo_ Zawe Ashton_ Toni Collette_ John Malkovich_ Natalia Dyer_ Daveed Diggs_ Tom Sturridge,United States,1-Feb-19,2019,R,113 min,Dramas_ Thrillers,A feared critic_ an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences.
s4117,TV Show,Velvet Colección,,Marta Hazas_ Asier Etxeandía_ Adrián Lastra_ Diego Martín_ Fernando Guallar_ Llorenç González_ Megan Montaner_ Mónica Cruz_ Marta Torné_ Andrea Duro_ Aitana Sánchez-Gijón_ Adriana Ozores_ Imanol Arias,Spain,14-Feb-19,2018,TV-14,2 Seasons,International TV Shows_ Romantic TV Shows_ Spanish-Language TV Shows,"In the late '60s_ fashion designer Ana enlists friends Clara_ Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff."
s2865,Movie,Velvet Colección: Grand Finale,Gustavo Ron,Marta Hazas_ Asier Etxeandia_ Adrián Lastra_ Javier Rey_ Llorenç González_ Andrea Duro_ Fernando Guallar_ Diego Martín_ Andrés Velencoso_ Maxi Iglesias,,1-Mar-20,2020,TV-14,82 min,Dramas_ International Movies_ Romantic Movies,During Christmas 1969_ the impending sale of Velvet reunites past and present staff in Madrid for fond remembrances_ second chances and new beginnings.
